id,client_id,transaction,amount,date,status
T00012124,CUS000792,Deposit,526.88,2025-07-26,Pending
T00012125,CUS000057,Deposit,67.03,2025-09-16,Completed
T00012126,CUS000116,Deposit,8786.09,2025-06-08,Completed
T00012127,CUS000876,Withdrawal,5412.49,2025-07-28,Pending
T00012128,CUS000552,Deposit,2844.91,2025-07-13,Completed
T00012129,CUS000560,Deposit,2967.36,2025-07-10,Completed
T00012130,CUS000979,Deposit,858.64,2025-06-20,Completed
T00012131,CUS000340,Deposit,934.67,2025-06-24,Completed
T00012132,CUS000449,Withdrawal,7551.58,2025-09-07,Completed
T00012133,CUS000293,Deposit,9830.61,2025-07-29,Completed
T00012134,CUS000485,Deposit,862.03,2025-08-20,Pending
T00012135,CUS000030,Deposit,9014.65,2025-08-05,Completed
T00012136,CUS000514,Deposit,3749.61,2025-09-13,Completed
T00012137,CUS000694,Withdrawal,3580.73,2025-06-19,Completed
T00012138,CUS000880,Deposit,2246.13,2025-06-13,Completed
T00012139,CUS000716,Withdrawal,4090.34,2025-08-09,Completed
T00012140,CUS000357,Deposit,122.91,2025-08-02,Completed
T00012141,CUS000735,Deposit,597.61,2025-08-03,Completed
T00012142,CUS000736,Deposit,7008.26,2025-06-05,Completed
T00012143,CUS000717,Deposit,3893.85,2025-08-28,Completed
T00012144,CUS000118,Deposit,7001.23,2025-07-23,Completed
T00012145,CUS000889,Deposit,3008.94,2025-08-22,Completed
T00012146,CUS000908,Deposit,3936.04,2025-08-23,Pending
T00012147,CUS000220,Deposit,2762.30,2025-07-12,Pending
T00012148,CUS000270,Deposit,7625.47,2025-06-16,Completed
T00012149,CUS000783,Withdrawal,6842.37,2025-07-29,Completed
T00012150,CUS000832,Deposit,5071.27,2025-06-25,Completed
T00012151,CUS000220,Deposit,5922.23,2025-06-10,Completed
T00012152,CUS000140,Deposit,749.06,2025-08-20,Completed
T00012153,CUS000938,Deposit,2014.10,2025-09-04,Completed
T00012154,CUS000321,Deposit,7520.46,2025-07-09,Completed
T00012155,CUS000747,Deposit,8012.83,2025-09-13,Failed
T00012156,CUS000819,Withdrawal,8092.47,2025-08-13,Completed
T00012157,CUS000345,Withdrawal,3019.96,2025-06-01,Completed
T00012158,CUS000185,Withdrawal,5962.70,2025-07-25,Pending
T00012159,CUS000619,Deposit,1195.02,2025-07-30,Completed
T00012160,CUS000447,Deposit,6915.16,2025-07-21,Failed
T00012161,CUS000341,Deposit,2609.64,2025-06-13,Completed
T00012162,CUS000649,Deposit,1351.48,2025-07-16,Failed
T00012163,CUS000102,Deposit,104.35,2025-08-30,Completed
T00012164,CUS000706,Deposit,55.01,2025-08-27,Completed
T00012165,CUS000775,Deposit,7156.79,2025-07-06,Completed
T00012166,CUS000533,Deposit,8338.30,2025-07-31,Completed
T00012167,CUS000606,Deposit,9785.59,2025-08-05,Completed
T00012168,CUS000336,Deposit,92.82,2025-08-28,Completed
T00012169,CUS000660,Deposit,6805.43,2025-07-17,Completed
T00012170,CUS000553,Deposit,9242.91,2025-07-10,Completed
T00012171,CUS000362,Deposit,9840.37,2025-07-29,Completed
T00012172,CUS000880,Withdrawal,2257.14,2025-07-05,Completed
T00012173,CUS000774,Withdrawal,690.81,2025-05-30,Pending
T00012174,CUS000707,Deposit,8623.36,2025-07-03,Pending
T00012175,CUS000211,Deposit,5413.11,2025-08-16,Pending
T00012176,CUS000264,Withdrawal,9736.99,2025-07-07,Failed
T00012177,CUS000110,Deposit,8212.90,2025-07-11,Completed
T00012178,CUS000541,Withdrawal,693.91,2025-09-19,Pending
T00012179,CUS000023,Withdrawal,9814.79,2025-06-13,Failed
T00012180,CUS000126,Deposit,3424.02,2025-07-28,Completed
T00012181,CUS000645,Withdrawal,151.13,2025-08-26,Completed
T00012182,CUS000970,Deposit,8855.05,2025-08-15,Completed
T00012183,CUS000756,Deposit,9032.79,2025-06-15,Completed
T00012184,CUS000635,Deposit,6716.56,2025-08-22,Completed
T00012185,CUS000673,Deposit,2129.00,2025-08-28,Failed
T00012186,CUS000638,Withdrawal,4527.46,2025-07-13,Completed
T00012187,CUS000819,Deposit,7801.50,2025-08-16,Completed
T00012188,CUS000605,Withdrawal,9750.11,2025-06-05,Pending
T00012189,CUS000786,Deposit,8427.26,2025-06-05,Completed
T00012190,CUS000370,Deposit,8750.81,2025-09-12,Completed
T00012191,CUS000596,Withdrawal,7643.61,2025-08-03,Completed
T00012192,CUS000394,Deposit,8802.06,2025-06-24,Completed
T00012193,CUS000748,Withdrawal,5279.38,2025-07-14,Completed
T00012194,CUS000489,Deposit,1339.15,2025-09-21,Pending
T00012195,CUS000738,Withdrawal,7775.09,2025-08-11,Completed
T00012196,CUS000812,Withdrawal,4590.58,2025-06-18,Pending
T00012197,CUS000783,Deposit,3237.52,2025-07-01,Completed
T00012198,CUS000837,Withdrawal,9618.44,2025-08-24,Completed
T00012199,CUS000701,Deposit,6322.51,2025-09-21,Completed
T00012200,CUS000253,Deposit,7538.12,2025-06-21,Completed
T00012201,CUS000156,Deposit,3332.64,2025-08-04,Completed
T00012202,CUS000318,Deposit,5288.83,2025-07-03,Completed
T00012203,CUS000033,Withdrawal,4214.80,2025-09-02,Pending
T00012204,CUS000163,Deposit,5892.79,2025-08-07,Completed
T00012205,CUS000574,Deposit,7800.82,2025-06-20,Completed
T00012206,CUS000965,Withdrawal,1666.57,2025-06-24,Completed
T00012207,CUS000093,Deposit,8948.94,2025-07-08,Completed
T00012208,CUS000242,Deposit,6776.46,2025-09-11,Completed
T00012209,CUS000855,Deposit,9543.26,2025-06-27,Completed
T00012210,CUS000133,Deposit,4749.36,2025-09-17,Pending
T00012211,CUS000495,Withdrawal,4172.49,2025-08-18,Completed
T00012212,CUS000957,Deposit,7842.93,2025-06-03,Completed
T00012213,CUS000573,Deposit,8199.33,2025-05-29,Completed
T00012214,CUS000768,Deposit,2591.34,2025-08-25,Failed
T00012215,CUS000130,Withdrawal,3351.21,2025-05-29,Completed
T00012216,CUS000480,Deposit,6863.84,2025-09-22,Failed
T00012217,CUS000663,Withdrawal,3499.10,2025-09-08,Completed
T00012218,CUS000606,Deposit,1599.70,2025-08-10,Completed
T00012219,CUS000313,Withdrawal,7953.09,2025-05-26,Pending
T00012220,CUS000262,Deposit,1712.52,2025-08-27,Completed
T00012221,CUS000009,Withdrawal,9681.69,2025-06-15,Completed
T00012222,CUS000968,Withdrawal,5726.02,2025-06-06,Completed
T00012223,CUS000035,Deposit,3506.68,2025-09-20,Completed
T00012224,CUS000318,Deposit,6951.05,2025-08-04,Pending
T00012225,CUS000359,Withdrawal,3329.61,2025-08-24,Completed
T00012226,CUS000738,Deposit,3492.11,2025-09-15,Completed
T00012227,CUS000731,Withdrawal,6680.14,2025-08-03,Completed
T00012228,CUS000049,Deposit,7815.82,2025-09-03,Completed
T00012229,CUS000545,Deposit,7145.36,2025-06-19,Completed
T00012230,CUS000930,Deposit,7253.55,2025-07-09,Completed
T00012231,CUS000360,Withdrawal,2580.43,2025-06-13,Completed
T00012232,CUS000616,Deposit,5492.51,2025-08-16,Pending
T00012233,CUS000374,Withdrawal,9633.13,2025-07-28,Completed
T00012234,CUS000210,Deposit,619.54,2025-06-12,Completed
T00012235,CUS000766,Withdrawal,1722.57,2025-09-09,Completed
T00012236,CUS000668,Withdrawal,1793.04,2025-05-26,Completed
T00012237,CUS000550,Deposit,2862.09,2025-09-07,Completed
T00012238,CUS000461,Deposit,6161.02,2025-09-09,Completed
T00012239,CUS000957,Deposit,3154.72,2025-07-29,Completed
T00012240,CUS000207,Withdrawal,9771.92,2025-06-01,Completed
T00012241,CUS000302,Withdrawal,8668.45,2025-09-01,Completed
T00012242,CUS000880,Deposit,6142.33,2025-09-20,Completed
T00012243,CUS000592,Withdrawal,515.62,2025-06-04,Completed
T00012244,CUS000956,Deposit,75.82,2025-07-31,Completed
T00012245,CUS000324,Deposit,6780.38,2025-08-28,Completed
T00012246,CUS000332,Withdrawal,7269.74,2025-07-06,Completed
T00012247,CUS000195,Deposit,8227.20,2025-08-13,Completed
T00012248,CUS000630,Deposit,7491.34,2025-08-14,Failed
T00012249,CUS000077,Deposit,1819.11,2025-08-27,Completed
T00012250,CUS000305,Deposit,766.65,2025-07-30,Completed
T00012251,CUS000834,Withdrawal,8184.18,2025-08-20,Completed
T00012252,CUS000453,Withdrawal,4021.12,2025-06-06,Completed
T00012253,CUS000511,Withdrawal,2006.27,2025-08-30,Completed
T00012254,CUS000715,Deposit,9004.16,2025-07-03,Completed
T00012255,CUS000504,Deposit,4946.52,2025-06-07,Completed
T00012256,CUS000030,Deposit,2760.02,2025-08-08,Completed
T00012257,CUS000821,Deposit,9636.87,2025-07-14,Pending
T00012258,CUS000534,Withdrawal,8582.23,2025-06-09,Completed
T00012259,CUS000221,Deposit,4235.77,2025-08-25,Completed
T00012260,CUS000263,Deposit,7946.50,2025-09-13,Completed
T00012261,CUS000360,Deposit,865.41,2025-07-11,Failed
T00012262,CUS000320,Deposit,4911.06,2025-07-30,Completed
T00012263,CUS000181,Withdrawal,9757.78,2025-09-07,Completed
T00012264,CUS000264,Deposit,5015.72,2025-08-02,Completed
T00012265,CUS000948,Deposit,4204.04,2025-09-09,Pending
T00012266,CUS000657,Withdrawal,7280.43,2025-08-19,Completed
T00012267,CUS000458,Deposit,1260.37,2025-06-24,Completed
T00012268,CUS000613,Deposit,6247.79,2025-06-16,Completed
T00012269,CUS000479,Deposit,7337.75,2025-06-22,Completed
T00012270,CUS000101,Withdrawal,1664.90,2025-06-17,Failed
T00012271,CUS000824,Deposit,4579.57,2025-07-19,Failed
T00012272,CUS000600,Withdrawal,1443.32,2025-09-06,Failed
T00012273,CUS000749,Deposit,2731.98,2025-05-31,Completed
T00012274,CUS000729,Withdrawal,1016.58,2025-07-28,Completed
T00012275,CUS000570,Deposit,2212.09,2025-07-07,Completed
T00012276,CUS000581,Deposit,4614.71,2025-08-17,Completed
T00012277,CUS000002,Deposit,9385.46,2025-08-26,Failed
T00012278,CUS000849,Withdrawal,2505.11,2025-07-22,Failed
T00012279,CUS000399,Deposit,861.59,2025-07-26,Completed
T00012280,CUS000273,Withdrawal,2204.54,2025-07-12,Completed
T00012281,CUS000152,Deposit,3278.90,2025-07-19,Completed
T00012282,CUS000376,Withdrawal,2881.80,2025-07-30,Pending
T00012283,CUS000215,Withdrawal,199.71,2025-08-31,Completed
T00012284,CUS000666,Deposit,6092.27,2025-08-07,Completed
T00012285,CUS000655,Deposit,4172.80,2025-06-25,Completed
T00012286,CUS000229,Deposit,573.20,2025-07-02,Failed
T00012287,CUS000045,Deposit,2823.14,2025-09-11,Completed
T00012288,CUS000192,Withdrawal,7435.10,2025-08-31,Completed
T00012289,CUS000839,Deposit,1398.93,2025-08-15,Completed
T00012290,CUS000295,Withdrawal,9452.78,2025-08-10,Completed
T00012291,CUS000302,Deposit,5365.48,2025-07-20,Pending
T00012292,CUS000955,Deposit,1998.96,2025-06-12,Completed
T00012293,CUS000006,Deposit,9655.99,2025-06-19,Completed
T00012294,CUS000035,Deposit,3759.84,2025-08-10,Completed
T00012295,CUS000369,Withdrawal,1571.12,2025-08-21,Completed
T00012296,CUS000660,Deposit,5635.57,2025-06-13,Completed
T00012297,CUS000585,Withdrawal,403.64,2025-06-14,Completed
T00012298,CUS000474,Deposit,5364.45,2025-07-23,Pending
T00012299,CUS000606,Deposit,3480.74,2025-06-25,Failed
T00012300,CUS000447,Deposit,9053.78,2025-08-22,Pending
T00012301,CUS000926,Deposit,1163.35,2025-09-23,Completed
T00012302,CUS000392,Deposit,1046.62,2025-08-24,Failed
T00012303,CUS000474,Withdrawal,2346.73,2025-09-07,Completed
T00012304,CUS000374,Withdrawal,8983.10,2025-06-16,Completed
T00012305,CUS000324,Deposit,442.18,2025-08-01,Completed
T00012306,CUS000753,Withdrawal,2454.98,2025-05-30,Pending
T00012307,CUS000094,Withdrawal,582.44,2025-06-11,Completed
T00012308,CUS000992,Deposit,3317.10,2025-09-12,Completed
T00012309,CUS000089,Withdrawal,7841.86,2025-09-18,Completed
T00012310,CUS000495,Withdrawal,3659.24,2025-06-23,Pending
T00012311,CUS000021,Withdrawal,478.43,2025-06-30,Completed
T00012312,CUS000700,Withdrawal,2969.22,2025-06-16,Completed
T00012313,CUS000499,Deposit,2014.62,2025-07-25,Completed
T00012314,CUS000948,Deposit,5776.00,2025-08-22,Completed
T00012315,CUS000112,Deposit,76.00,2025-06-21,Completed
T00012316,CUS000346,Withdrawal,8206.09,2025-08-04,Failed
T00012317,CUS000412,Withdrawal,6746.05,2025-07-10,Completed
T00012318,CUS000628,Deposit,1127.94,2025-05-28,Completed
T00012319,CUS000712,Deposit,4767.83,2025-08-24,Completed
T00012320,CUS000881,Withdrawal,7667.39,2025-07-25,Completed
T00012321,CUS000168,Deposit,6976.27,2025-08-30,Completed
T00012322,CUS000361,Deposit,9169.70,2025-08-29,Failed
T00012323,CUS000778,Deposit,1082.48,2025-07-13,Completed
T00012324,CUS000673,Deposit,6343.62,2025-05-27,Completed
T00012325,CUS000552,Withdrawal,9385.74,2025-08-31,Completed
T00012326,CUS000257,Deposit,2057.40,2025-07-23,Failed
T00012327,CUS000240,Deposit,3304.83,2025-07-08,Completed
T00012328,CUS000031,Deposit,3641.17,2025-06-18,Failed
T00012329,CUS000589,Withdrawal,2355.84,2025-06-02,Completed
T00012330,CUS000182,Deposit,270.61,2025-07-28,Completed
T00012331,CUS000061,Withdrawal,8296.23,2025-05-27,Completed
T00012332,CUS000138,Withdrawal,5396.72,2025-09-21,Completed
T00012333,CUS000084,Withdrawal,3694.73,2025-07-08,Completed
T00012334,CUS000947,Deposit,8915.06,2025-07-04,Completed
T00012335,CUS000614,Deposit,6274.90,2025-08-18,Completed
T00012336,CUS000608,Withdrawal,5070.61,2025-08-11,Pending
T00012337,CUS000523,Deposit,5969.09,2025-07-30,Completed
T00012338,CUS000148,Deposit,9196.63,2025-07-24,Completed
T00012339,CUS000587,Deposit,8761.22,2025-05-30,Completed
T00012340,CUS000915,Deposit,5512.76,2025-08-10,Completed
T00012341,CUS000322,Deposit,6772.87,2025-06-23,Failed
T00012342,CUS000535,Deposit,7139.22,2025-06-15,Completed
T00012343,CUS000386,Withdrawal,1354.76,2025-08-07,Completed
T00012344,CUS000341,Withdrawal,8653.15,2025-06-16,Completed
T00012345,CUS000599,Deposit,5113.14,2025-06-04,Completed
T00012346,CUS000471,Withdrawal,6966.61,2025-08-08,Completed
T00012347,CUS000522,Deposit,3840.15,2025-08-01,Pending
T00012348,CUS000849,Withdrawal,6686.44,2025-07-29,Completed
T00012349,CUS000134,Deposit,766.32,2025-07-02,Completed
T00012350,CUS000625,Deposit,8694.58,2025-08-04,Failed
T00012351,CUS000992,Deposit,4744.31,2025-07-21,Pending
T00012352,CUS000612,Deposit,4143.28,2025-08-25,Completed
T00012353,CUS000389,Deposit,5165.28,2025-06-04,Completed
T00012354,CUS000159,Deposit,5404.81,2025-07-01,Completed
T00012355,CUS000459,Deposit,7999.04,2025-05-29,Completed
T00012356,CUS000054,Deposit,3278.81,2025-09-05,Completed
T00012357,CUS000730,Withdrawal,8893.07,2025-09-05,Failed
T00012358,CUS000341,Deposit,4944.08,2025-07-22,Completed
T00012359,CUS000342,Withdrawal,4796.18,2025-06-11,Completed
T00012360,CUS000804,Deposit,4282.06,2025-08-22,Completed
T00012361,CUS000885,Deposit,1581.07,2025-07-02,Completed
T00012362,CUS000779,Withdrawal,7346.73,2025-08-21,Completed
T00012363,CUS000897,Deposit,5568.39,2025-09-04,Completed
T00012364,CUS000559,Withdrawal,2716.78,2025-07-15,Pending
T00012365,CUS000876,Withdrawal,9469.54,2025-07-21,Pending
T00012366,CUS000755,Withdrawal,254.63,2025-06-08,Completed
T00012367,CUS000733,Deposit,1290.00,2025-09-11,Failed
T00012368,CUS000848,Withdrawal,7703.94,2025-06-16,Completed
T00012369,CUS000346,Deposit,9207.98,2025-06-14,Completed
T00012370,CUS000844,Withdrawal,4351.10,2025-09-17,Completed
T00012371,CUS000446,Deposit,582.28,2025-07-17,Completed
T00012372,CUS000519,Withdrawal,2976.85,2025-06-11,Completed
T00012373,CUS000488,Withdrawal,4806.05,2025-06-01,Completed
T00012374,CUS000462,Deposit,5464.43,2025-08-26,Completed
T00012375,CUS000473,Deposit,1817.43,2025-08-07,Completed
T00012376,CUS000264,Deposit,5242.62,2025-06-26,Completed
T00012377,CUS000853,Deposit,6428.06,2025-06-03,Pending
T00012378,CUS000281,Withdrawal,4308.25,2025-09-02,Completed
T00012379,CUS000038,Deposit,9383.06,2025-06-25,Completed
T00012380,CUS000601,Deposit,3479.84,2025-07-04,Completed
T00012381,CUS000486,Deposit,7148.48,2025-07-15,Completed
T00012382,CUS000504,Deposit,8126.82,2025-09-20,Completed
T00012383,CUS000279,Withdrawal,7921.55,2025-08-20,Completed
T00012384,CUS000318,Deposit,2857.14,2025-08-25,Completed
T00012385,CUS000814,Withdrawal,1720.05,2025-09-02,Completed
T00012386,CUS000456,Withdrawal,9179.35,2025-08-09,Completed
T00012387,CUS000025,Deposit,6322.09,2025-09-17,Completed
T00012388,CUS000271,Deposit,9473.13,2025-07-05,Pending
T00012389,CUS000433,Deposit,7429.89,2025-08-29,Pending
T00012390,CUS000829,Withdrawal,7209.76,2025-06-02,Completed
T00012391,CUS000192,Deposit,7671.22,2025-06-03,Completed
T00012392,CUS000645,Deposit,740.52,2025-07-01,Pending
T00012393,CUS000342,Deposit,1360.88,2025-08-19,Completed
T00012394,CUS000572,Deposit,3579.42,2025-07-22,Completed
T00012395,CUS000771,Deposit,6976.05,2025-06-22,Completed
T00012396,CUS000887,Deposit,8953.43,2025-06-28,Pending
T00012397,CUS000940,Withdrawal,5202.05,2025-08-07,Completed
T00012398,CUS000013,Withdrawal,866.67,2025-08-04,Completed
T00012399,CUS000248,Deposit,2197.06,2025-08-08,Completed
T00012400,CUS000324,Deposit,6758.24,2025-08-21,Completed
T00012401,CUS000424,Deposit,482.47,2025-09-04,Completed
T00012402,CUS000213,Deposit,3553.70,2025-05-29,Completed
T00012403,CUS000227,Deposit,3569.88,2025-08-16,Completed
T00012404,CUS000825,Withdrawal,1761.20,2025-08-12,Completed
T00012405,CUS000435,Withdrawal,2790.25,2025-07-31,Completed
T00012406,CUS000601,Deposit,20.92,2025-08-27,Completed
T00012407,CUS000703,Deposit,1004.18,2025-07-05,Completed
T00012408,CUS000123,Withdrawal,2339.59,2025-06-24,Completed
T00012409,CUS000730,Deposit,1631.82,2025-09-09,Completed
T00012410,CUS000122,Withdrawal,5607.66,2025-08-20,Completed
T00012411,CUS000710,Deposit,8522.78,2025-06-30,Pending
T00012412,CUS000614,Withdrawal,4426.12,2025-08-16,Completed
T00012413,CUS000200,Deposit,1289.51,2025-06-16,Completed
T00012414,CUS000004,Deposit,4498.92,2025-06-09,Completed
T00012415,CUS000588,Deposit,3378.89,2025-07-12,Completed
T00012416,CUS000523,Withdrawal,263.37,2025-07-31,Completed
T00012417,CUS000912,Deposit,3637.29,2025-09-07,Completed
T00012418,CUS000320,Withdrawal,438.90,2025-07-18,Completed
T00012419,CUS000669,Deposit,8516.14,2025-06-07,Failed
T00012420,CUS000159,Deposit,4393.49,2025-08-11,Completed
T00012421,CUS000442,Withdrawal,7302.29,2025-08-08,Completed
T00012422,CUS000768,Deposit,9887.89,2025-08-04,Completed
T00012423,CUS000609,Withdrawal,1042.23,2025-09-06,Failed
T00012424,CUS000635,Deposit,1327.77,2025-07-09,Completed
T00012425,CUS000719,Withdrawal,2287.00,2025-09-12,Completed
T00012426,CUS000768,Deposit,9992.04,2025-08-19,Failed
T00012427,CUS000608,Deposit,7667.71,2025-07-12,Completed
T00012428,CUS000767,Withdrawal,1557.05,2025-08-28,Completed
T00012429,CUS000788,Withdrawal,279.60,2025-07-14,Completed
T00012430,CUS000363,Deposit,1689.76,2025-05-31,Completed
T00012431,CUS000812,Deposit,1828.53,2025-09-08,Pending
T00012432,CUS000612,Deposit,9336.42,2025-09-22,Completed
T00012433,CUS000249,Deposit,2956.14,2025-08-30,Failed
T00012434,CUS000067,Deposit,5451.25,2025-07-07,Completed
T00012435,CUS000661,Deposit,2217.93,2025-06-13,Completed
T00012436,CUS000782,Deposit,643.97,2025-09-18,Pending
T00012437,CUS000931,Deposit,5139.18,2025-09-15,Completed
T00012438,CUS000676,Withdrawal,1070.73,2025-07-23,Completed
T00012439,CUS000747,Deposit,1834.73,2025-06-23,Completed
T00012440,CUS000896,Withdrawal,2334.71,2025-08-23,Completed
T00012441,CUS000179,Withdrawal,5695.85,2025-08-15,Completed
T00012442,CUS000077,Deposit,4516.59,2025-08-02,Pending
T00012443,CUS000053,Deposit,1760.13,2025-07-25,Completed
T00012444,CUS000925,Withdrawal,2244.64,2025-05-26,Failed
T00012445,CUS000010,Deposit,1292.59,2025-06-16,Completed
T00012446,CUS000139,Withdrawal,367.35,2025-07-23,Completed
T00012447,CUS000169,Deposit,8335.97,2025-08-21,Completed
T00012448,CUS000107,Deposit,4405.02,2025-07-19,Completed
T00012449,CUS000804,Deposit,3993.02,2025-08-22,Completed
T00012450,CUS000821,Deposit,3527.93,2025-06-14,Completed
T00012451,CUS000630,Deposit,6649.08,2025-07-04,Pending
T00012452,CUS000478,Withdrawal,3785.74,2025-07-02,Pending
T00012453,CUS000208,Deposit,7995.65,2025-09-18,Completed
T00012454,CUS000713,Withdrawal,4786.42,2025-06-24,Completed
T00012455,CUS000211,Withdrawal,8648.69,2025-07-13,Completed
T00012456,CUS000357,Deposit,7060.27,2025-09-13,Completed
T00012457,CUS000567,Withdrawal,195.57,2025-07-25,Completed
T00012458,CUS000386,Deposit,4237.96,2025-06-11,Completed
T00012459,CUS000771,Withdrawal,4240.12,2025-07-21,Completed
T00012460,CUS000718,Withdrawal,5243.92,2025-06-21,Completed
T00012461,CUS000364,Deposit,1369.56,2025-09-23,Completed
T00012462,CUS000567,Withdrawal,6320.58,2025-08-30,Completed
T00012463,CUS000746,Deposit,7021.91,2025-08-24,Pending
T00012464,CUS000348,Deposit,1159.04,2025-08-21,Pending
T00012465,CUS000500,Withdrawal,2245.50,2025-06-23,Completed
T00012466,CUS000070,Withdrawal,578.73,2025-08-10,Failed
T00012467,CUS000857,Withdrawal,4005.59,2025-08-23,Failed
T00012468,CUS000014,Withdrawal,7654.23,2025-07-15,Completed
T00012469,CUS000465,Deposit,4521.39,2025-08-03,Completed
T00012470,CUS000563,Deposit,2827.36,2025-09-13,Completed
T00012471,CUS000387,Deposit,9024.07,2025-09-15,Pending
T00012472,CUS000412,Deposit,8800.12,2025-06-04,Completed
T00012473,CUS000132,Deposit,5069.06,2025-06-20,Completed
T00012474,CUS000606,Withdrawal,4517.04,2025-09-16,Completed
T00012475,CUS000951,Deposit,6098.29,2025-08-01,Completed
T00012476,CUS000414,Deposit,8314.92,2025-07-22,Completed
T00012477,CUS000550,Withdrawal,3627.96,2025-07-26,Completed
T00012478,CUS000944,Deposit,1814.09,2025-07-24,Completed
T00012479,CUS000164,Deposit,4717.20,2025-06-29,Pending
T00012480,CUS000902,Withdrawal,7771.71,2025-07-31,Completed
T00012481,CUS000885,Deposit,4442.62,2025-06-17,Pending
T00012482,CUS000108,Withdrawal,2805.15,2025-07-11,Completed
T00012483,CUS000521,Deposit,7926.74,2025-06-16,Completed
T00012484,CUS000251,Deposit,3217.81,2025-07-23,Completed
T00012485,CUS000448,Deposit,2736.32,2025-06-01,Pending
T00012486,CUS000751,Withdrawal,5726.61,2025-08-29,Failed
T00012487,CUS000764,Withdrawal,676.45,2025-09-17,Completed
T00012488,CUS000798,Deposit,1992.59,2025-08-30,Completed
T00012489,CUS000140,Deposit,2583.37,2025-08-16,Completed
T00012490,CUS000031,Deposit,5112.21,2025-09-15,Completed
T00012491,CUS000497,Withdrawal,5522.81,2025-05-31,Completed
T00012492,CUS000302,Withdrawal,6377.57,2025-07-06,Completed
T00012493,CUS000120,Deposit,1433.51,2025-08-18,Pending
T00012494,CUS000403,Withdrawal,4523.03,2025-07-29,Completed
T00012495,CUS000157,Deposit,7943.28,2025-08-19,Completed
T00012496,CUS000106,Withdrawal,1683.12,2025-08-12,Completed
T00012497,CUS000323,Withdrawal,988.44,2025-08-22,Completed
T00012498,CUS000253,Withdrawal,3889.11,2025-08-07,Failed
T00012499,CUS000707,Deposit,4540.08,2025-06-24,Completed
T00012500,CUS000921,Withdrawal,1039.32,2025-06-20,Completed
T00012501,CUS000338,Deposit,1277.49,2025-07-02,Completed
T00012502,CUS000330,Withdrawal,2743.71,2025-07-30,Completed
T00012503,CUS000566,Withdrawal,7842.42,2025-09-08,Completed
T00012504,CUS000259,Withdrawal,762.30,2025-06-29,Completed
T00012505,CUS000666,Deposit,7722.07,2025-08-29,Completed
T00012506,CUS000602,Withdrawal,2074.00,2025-06-08,Pending
T00012507,CUS000536,Deposit,1556.21,2025-06-23,Pending
T00012508,CUS000521,Deposit,3273.80,2025-08-21,Completed
T00012509,CUS000168,Withdrawal,7521.69,2025-08-07,Completed
T00012510,CUS000597,Deposit,1289.94,2025-06-15,Pending
T00012511,CUS000656,Withdrawal,1434.52,2025-06-01,Completed
T00012512,CUS000460,Withdrawal,6226.90,2025-07-29,Completed
T00012513,CUS000016,Deposit,8723.58,2025-06-03,Completed
T00012514,CUS000638,Withdrawal,9252.98,2025-09-19,Failed
T00012515,CUS000165,Deposit,4076.06,2025-07-12,Completed
T00012516,CUS000266,Withdrawal,4309.46,2025-06-28,Completed
T00012517,CUS000201,Deposit,1747.86,2025-07-18,Completed
T00012518,CUS000218,Withdrawal,1017.87,2025-07-05,Completed
T00012519,CUS000355,Withdrawal,2917.80,2025-09-21,Completed
T00012520,CUS000316,Withdrawal,6036.76,2025-08-11,Completed
T00012521,CUS000335,Deposit,2343.51,2025-06-23,Completed
T00012522,CUS000579,Deposit,8686.47,2025-09-08,Completed
T00012523,CUS000683,Deposit,3891.48,2025-08-10,Completed
T00012524,CUS000421,Deposit,2830.48,2025-08-18,Pending
T00012525,CUS000467,Withdrawal,7091.45,2025-09-07,Failed
T00012526,CUS000909,Deposit,5834.49,2025-07-01,Completed
T00012527,CUS000752,Withdrawal,5409.35,2025-06-21,Failed
T00012528,CUS000161,Deposit,4685.71,2025-08-05,Completed
T00012529,CUS000823,Withdrawal,4296.30,2025-08-06,Completed
T00012530,CUS000994,Withdrawal,3601.97,2025-06-29,Completed
T00012531,CUS000044,Withdrawal,4524.51,2025-09-16,Completed
T00012532,CUS000599,Deposit,4559.85,2025-07-23,Completed
T00012533,CUS000754,Withdrawal,1291.43,2025-09-22,Completed
T00012534,CUS000171,Withdrawal,5347.11,2025-07-10,Pending
T00012535,CUS000844,Withdrawal,4971.62,2025-08-17,Completed
T00012536,CUS000567,Deposit,8852.74,2025-09-06,Failed
T00012537,CUS000693,Deposit,3575.59,2025-06-01,Completed
T00012538,CUS000286,Deposit,8259.54,2025-08-25,Completed
T00012539,CUS000432,Deposit,5759.26,2025-06-21,Completed
T00012540,CUS000759,Withdrawal,6578.32,2025-08-30,Pending
T00012541,CUS000278,Deposit,9242.93,2025-06-01,Completed
T00012542,CUS000953,Deposit,6503.31,2025-09-18,Pending
T00012543,CUS000565,Deposit,8085.03,2025-09-13,Completed
T00012544,CUS000106,Deposit,7130.51,2025-05-26,Completed
T00012545,CUS000168,Withdrawal,5431.14,2025-06-14,Completed
T00012546,CUS000841,Withdrawal,3325.87,2025-07-03,Completed
T00012547,CUS000912,Withdrawal,4409.68,2025-09-08,Completed
T00012548,CUS000416,Withdrawal,2507.57,2025-07-15,Completed
T00012549,CUS000476,Withdrawal,851.05,2025-09-11,Completed
T00012550,CUS000190,Deposit,9182.92,2025-07-07,Completed
T00012551,CUS000423,Deposit,2709.43,2025-06-30,Completed
